Loan_ID,Age,Gender,Income,Credit_Score,Loan_Amount,Loan_Term,Default
2039,52,Female,61862,605,9928,15,No
2040,54,Male,95202,770,8150,5,Yes
2041,61,Female,79137,688,18301,10,No
2042,24,Female,66327,706,24504,5,No
2043,36,Male,38990,686,43201,15,No
2044,30,Female,83886,708,38694,5,Yes
2045,62,Female,95571,650,19292,20,No
2046,49,Female,74643,613,26087,10,No
2047,48,Male,37422,703,18185,15,Yes
2048,31,Male,62357,643,23597,20,No
2049,62,Male,36293,643,17844,15,Yes
2050,58,Male,84621,673,10118,5,Yes
2051,64,Female,72815,628,32695,10,No
2052,61,Male,73575,776,15349,20,Yes
2053,22,Female,50149,737,11735,5,Yes
2054,55,Female,81294,686,18071,15,No
2055,20,Male,62201,678,21429,20,No
2056,51,Female,38199,674,19673,15,Yes
2057,24,Female,57007,771,33595,15,Yes
2058,20,Male,98868,658,19849,20,Yes
2059,46,Male,44782,652,28121,15,Yes
2060,49,Female,67248,688,5787,15,Yes
2061,26,Female,35020,670,48150,5,Yes
2062,64,Male,94194,690,16956,10,No
2063,33,Male,80702,630,45775,7,Yes
2064,26,Female,70823,765,20577,5,Yes
2065,53,Male,60177,721,22742,15,No
2066,52,Female,98619,639,35750,20,No
2067,32,Male,80569,667,37647,7,No
2068,51,Male,82429,628,27044,7,Yes
2069,42,Male,70807,707,34328,7,No
2070,30,Female,81030,759,22259,20,No
2071,44,Female,30088,645,21537,7,No
2072,47,Female,75684,627,40983,20,No
2073,48,Male,52438,670,18789,10,Yes
2074,23,Female,48648,735,24383,15,Yes
2075,43,Female,40622,652,23508,20,No
2076,23,Male,66527,681,6244,10,Yes
2077,57,Female,44778,740,13312,7,Yes
2078,34,Male,39260,693,12260,15,Yes
2079,42,Male,69081,760,46354,10,No
2080,61,Male,69190,669,44652,20,Yes
2081,54,Male,73424,641,16489,10,Yes
2082,24,Female,70364,649,43685,10,No
2083,19,Male,57529,736,44388,15,Yes
2084,48,Female,42172,625,44017,10,No
2085,34,Female,51914,741,44802,5,Yes
2086,47,Male,86885,750,21681,5,Yes
2087,40,Male,83017,715,25570,20,Yes
2088,55,Male,45428,750,46774,15,Yes
2089,18,Male,37585,740,34142,10,No
2090,53,Female,45263,785,23490,10,Yes
2091,59,Female,50591,629,48887,7,Yes
2092,45,Female,40147,649,30049,10,Yes
2093,48,Male,37458,738,34242,10,Yes
2094,26,Male,86491,665,38593,15,No
2095,39,Female,39409,713,41483,5,Yes
2096,30,Male,65501,728,44685,15,Yes
2097,64,Female,97607,775,48336,15,Yes
2098,65,Female,69207,766,28459,10,Yes
2099,51,Female,48690,779,9515,15,Yes
2100,49,Female,98741,732,33562,20,Yes
2101,45,Male,43852,765,47437,10,Yes
2102,30,Female,43978,624,23980,7,Yes
2103,59,Male,35622,775,41670,7,Yes
2104,55,Male,59496,739,41509,10,Yes
2105,24,Female,85446,706,22556,15,No
2106,50,Female,36982,675,24986,15,No
2107,24,Female,57825,776,16479,7,No
2108,19,Male,49959,742,28089,10,No
2109,52,Male,75751,734,27129,7,No
2110,19,Male,90996,605,45493,10,No
2111,19,Male,47883,722,31535,10,No
2112,40,Male,37108,680,18652,5,No
2113,58,Female,74086,639,34671,7,No
2114,61,Male,41595,721,16152,10,No
2115,24,Female,63305,669,18354,15,No
2116,55,Female,59552,635,13784,15,Yes
2117,30,Female,99002,767,18482,7,No
2118,59,Female,42091,649,17817,7,Yes
2119,54,Female,75732,738,44054,20,Yes
2120,45,Female,51125,646,47746,5,Yes
2121,57,Male,43445,638,24067,20,Yes
2122,27,Female,92743,685,45792,10,Yes
2123,40,Male,88649,708,31582,5,No
2124,27,Female,58539,731,6364,20,Yes
2125,20,Male,72628,791,20591,10,Yes
2126,42,Male,50449,608,16383,15,No
2127,54,Female,86571,623,19267,15,Yes
2128,27,Male,33593,785,15107,7,Yes
2129,57,Female,33609,719,27270,15,No
2130,42,Male,36813,670,35390,7,Yes
2131,45,Female,75143,705,28393,10,Yes
2132,24,Male,74164,694,16994,5,No
2133,18,Female,94267,800,25067,5,Yes
2134,47,Female,63991,775,38639,10,Yes
2135,40,Male,74975,779,11838,20,No
2136,21,Male,95589,631,45146,20,No
2137,39,Male,39826,637,48043,5,No
2138,36,Male,44059,651,44882,5,Yes
2139,43,Male,94887,735,22687,7,No
2140,62,Female,71417,720,37179,5,Yes
2141,61,Male,75717,624,33000,10,No
2142,21,Female,77023,755,18697,15,Yes
2143,59,Female,36935,755,17859,7,Yes
2144,33,Male,94781,625,29721,20,No
2145,42,Female,93215,688,37589,5,No
2146,20,Female,77264,680,43418,10,No
2147,41,Male,40877,800,23396,5,Yes
2148,43,Male,61764,667,24109,7,Yes
2149,43,Female,61617,683,30445,20,No
2150,31,Female,86653,669,43550,5,Yes
2151,54,Female,55161,639,5772,10,Yes
2152,44,Female,39084,661,20586,15,Yes
2153,24,Female,34748,745,6313,7,Yes
2154,60,Male,37724,718,19370,20,Yes
2155,45,Male,77000,663,12736,15,No
2156,49,Female,88447,631,7473,5,Yes
2157,56,Female,32193,706,8502,5,No
2158,42,Male,46617,676,6988,5,Yes
2159,22,Female,41269,659,46465,15,Yes
2160,53,Male,30944,650,47551,5,Yes
2161,39,Male,90155,763,33496,10,No
2162,61,Male,55281,669,22575,10,No
2163,65,Male,96179,659,8412,15,Yes
2164,53,Female,30381,784,18726,5,Yes
2165,65,Female,84593,681,8087,5,No
2166,38,Female,46147,788,19316,10,No
2167,24,Female,79392,762,43575,10,No
2168,51,Female,64639,692,20286,20,Yes
2169,22,Male,91797,687,32207,5,No
2170,38,Male,33116,703,28649,5,Yes
2171,37,Female,63952,779,43017,15,No
2172,18,Male,40787,647,36964,10,No
2173,22,Female,45579,718,12589,10,Yes
2174,55,Female,75289,608,36235,5,No
2175,25,Female,50894,739,15416,5,No
2176,29,Female,89038,640,32515,5,No
2177,30,Male,48790,612,27970,15,No
2178,45,Male,84132,770,21744,5,Yes
2179,22,Female,46419,601,9521,15,No
2180,45,Female,49785,776,21011,20,No
2181,56,Male,76217,777,17448,5,No
2182,30,Male,44119,651,21154,20,No
2183,49,Male,38567,675,42635,10,Yes
2184,60,Male,70429,700,34485,7,No
2185,61,Male,51340,645,15855,20,Yes
2186,21,Female,67678,617,35171,5,No
2187,57,Male,63374,745,36226,10,No
2188,24,Female,99459,729,11199,7,Yes
2189,21,Female,72435,702,26991,7,Yes
2190,57,Male,91979,676,21021,7,Yes
2191,18,Male,42814,608,44516,10,No
2192,51,Female,84034,797,10102,10,Yes
2193,45,Male,47134,735,36353,7,No
2194,40,Male,70893,679,42449,20,Yes
2195,56,Female,48766,655,43625,7,Yes
2196,27,Male,48191,785,48608,5,Yes
2197,24,Male,91414,727,25011,10,Yes
2198,65,Female,51591,769,12627,20,No
2199,50,Male,50377,724,18509,10,No
2200,22,Male,74769,727,42798,10,Yes
2201,47,Female,35386,800,29798,15,No
2202,60,Female,37343,767,7377,10,No
2203,61,Male,52665,737,6160,7,Yes
2204,25,Male,74538,720,24882,5,No
2205,54,Male,55364,736,45259,10,No
2206,29,Male,74095,660,41889,20,Yes
2207,31,Female,65664,608,45132,20,No
2208,39,Female,37222,773,47227,20,No
2209,29,Male,81331,615,34683,15,Yes
2210,61,Male,35883,643,20607,20,Yes
2211,19,Male,58896,654,24902,10,Yes
2212,62,Male,74013,751,18758,7,No
2213,37,Male,58019,693,13778,5,No
2214,36,Female,94262,695,20996,5,Yes
2215,58,Male,33866,607,31942,10,No
2216,39,Female,62070,783,16100,15,Yes
2217,48,Male,74116,765,10856,15,Yes
2218,20,Female,90693,741,15406,7,Yes
2219,54,Female,61971,750,10650,5,Yes
2220,37,Male,90101,754,31399,20,No
2221,18,Female,66933,617,37477,7,No
2222,31,Female,62042,778,42855,7,Yes
2223,45,Male,39335,777,49048,20,No
2224,57,Male,52565,653,23157,20,Yes
2225,63,Female,74772,625,11491,20,No
2226,32,Female,81873,706,22685,20,Yes
2227,55,Female,97105,788,19897,15,Yes
2228,43,Female,96409,726,23368,20,No
2229,63,Female,59653,657,20447,15,Yes
2230,53,Male,54116,607,48557,5,Yes
2231,32,Female,41991,731,28164,5,No
2232,36,Female,35600,654,29200,20,No
2233,24,Male,85024,654,46129,5,Yes
2234,27,Female,71839,759,35778,15,Yes
2235,41,Male,69306,752,32630,20,Yes
2236,47,Male,82972,614,27343,15,No
2237,59,Female,72347,635,24966,7,No
2238,53,Male,66190,621,48912,5,No
2239,43,Female,78603,736,17698,20,No
2240,40,Female,58980,725,36415,7,No
2241,24,Female,75826,692,45725,5,No
2242,65,Male,61644,754,33435,20,Yes
2243,57,Male,32083,747,10727,20,Yes
2244,57,Male,93561,626,9554,10,Yes
2245,47,Female,63654,730,36738,10,Yes
2246,63,Male,96433,613,35389,15,No
2247,31,Female,56916,759,45163,10,No
2248,51,Male,67642,748,6327,15,No
2249,47,Male,84196,647,45195,7,No
2250,51,Male,44378,616,22805,15,Yes
2251,53,Male,99479,726,12127,7,Yes
2252,24,Male,65639,624,25125,5,No
2253,38,Female,80550,622,26674,5,No
2254,28,Male,98927,743,15873,7,No
2255,55,Female,45604,793,35402,5,No
2256,22,Male,62858,641,42689,20,Yes
2257,27,Female,90470,667,5598,15,Yes
2258,65,Female,96919,776,22675,15,Yes
2259,25,Female,77052,721,24070,7,Yes
2260,44,Male,56868,651,29098,5,No
2261,49,Male,48393,621,44506,20,Yes
2262,42,Male,47670,666,35321,5,Yes
2263,65,Male,59647,780,23431,15,Yes
2264,63,Female,38979,754,29158,7,No
2265,28,Male,45769,601,13152,20,No
2266,30,Male,64985,642,25065,20,No
2267,45,Female,66954,636,33617,5,No
2268,20,Female,43108,639,46369,7,No
2269,57,Male,65237,609,44598,5,Yes
2270,57,Female,68458,693,41877,15,No
2271,60,Female,97520,717,19090,10,No
2272,64,Male,30069,685,29218,7,No
2273,19,Male,40967,645,37162,5,No
2274,33,Male,89749,760,41090,20,No
2275,46,Female,51399,713,5722,5,Yes
2276,58,Male,88091,733,34819,20,No
2277,34,Male,89468,662,48117,15,No
2278,22,Male,47271,735,11944,7,Yes
2279,58,Male,48921,736,6168,5,Yes
2280,33,Male,81240,769,22588,10,No
2281,30,Male,85970,635,27967,20,Yes
2282,38,Male,41080,618,27886,7,Yes
2283,45,Female,60504,724,24527,7,Yes
2284,19,Male,59956,657,22337,20,No
2285,33,Female,43062,600,48730,15,No
2286,62,Female,35286,696,20217,15,Yes
2287,42,Female,79989,714,40588,20,Yes
2288,56,Female,93730,661,9474,5,Yes
2289,44,Female,82291,774,11515,5,No
2290,32,Male,52581,751,32298,7,No
2291,44,Female,84860,720,18650,7,Yes
2292,59,Male,76742,776,43333,7,No
2293,48,Male,56115,705,35077,5,No
2294,21,Male,81630,783,22210,5,Yes
2295,39,Male,90025,789,40581,20,No
2296,31,Male,74618,638,49184,10,Yes
2297,36,Male,96068,738,11102,20,Yes
2298,55,Male,55143,619,5235,7,Yes
2299,50,Female,71898,753,34749,15,Yes
2300,25,Female,68762,630,26584,7,No
2301,51,Male,76625,606,41110,5,No
2302,55,Male,37131,605,30356,10,No
2303,37,Male,39850,718,15924,7,No
2304,59,Female,55827,692,19341,7,No
2305,61,Female,92768,602,46128,15,Yes
2306,52,Male,71362,702,24592,15,No
2307,63,Female,78213,649,5605,15,Yes
2308,35,Male,67065,743,12848,10,Yes
2309,53,Male,63145,609,38901,20,Yes
2310,29,Female,79535,722,30833,7,No
2311,30,Female,64837,761,26592,10,No
2312,35,Male,79764,659,19645,5,Yes
2313,37,Female,57748,629,46372,5,No
2314,26,Female,68295,631,29946,15,No
2315,41,Male,66574,796,32032,20,Yes
2316,62,Male,30779,696,22308,15,No
2317,56,Male,60357,716,41612,20,No
2318,63,Male,36153,705,21650,7,No
2319,53,Female,44347,617,35625,10,No
2320,18,Male,76167,732,36571,5,Yes
2321,50,Female,51516,755,7413,15,No
2322,43,Male,85523,699,22865,10,Yes
2323,27,Female,91613,627,7007,20,No
2324,51,Male,48868,704,27674,5,Yes
2325,25,Female,98244,716,36952,5,No
2326,64,Female,32988,661,45419,10,No
2327,19,Male,39703,735,31566,5,Yes
2328,18,Male,55021,746,19205,5,Yes
2329,22,Female,54444,683,19893,10,Yes
2330,40,Male,85097,713,12545,20,Yes
2331,58,Female,43363,689,46382,10,Yes
2332,46,Female,45327,672,25295,5,No
2333,29,Male,67714,723,9806,5,No
2334,32,Male,93628,700,33180,15,Yes
2335,31,Male,30803,699,28145,20,Yes
2336,55,Female,56158,661,36502,5,No
2337,51,Female,50282,671,14258,5,No
2338,22,Female,40347,712,5530,10,No
2339,46,Male,60459,676,7293,15,Yes
2340,32,Male,45497,622,37578,20,No
2341,19,Male,40344,642,15821,15,No
2342,58,Female,96388,684,39810,15,Yes
2343,37,Male,91811,607,49903,10,No
2344,42,Male,64815,614,25413,20,No
2345,55,Female,84019,654,45331,7,No
2346,65,Female,43351,617,11784,20,Yes
2347,44,Male,30511,621,33539,10,No
2348,21,Male,91318,718,16514,15,No
2349,34,Female,50226,650,25821,15,Yes
2350,51,Male,88586,704,12893,15,Yes
2351,42,Female,57197,736,14687,7,Yes
2352,31,Male,68994,656,23821,20,Yes
2353,24,Male,90043,759,41791,7,No
2354,20,Male,42052,747,5378,15,No
2355,39,Male,46719,602,37306,20,Yes
2356,63,Male,38431,691,47816,15,No
2357,28,Male,34123,765,14634,7,No
2358,22,Female,64643,606,26951,5,Yes
2359,48,Male,73110,699,26618,20,Yes
2360,39,Female,46211,736,34740,10,No
2361,25,Female,36036,784,32233,7,Yes
2362,36,Male,76800,618,47964,15,No
2363,25,Male,40498,634,20930,15,No
2364,19,Male,78000,648,24902,10,Yes
2365,43,Male,61602,798,8652,20,Yes
2366,23,Male,78820,780,49758,7,Yes
2367,51,Male,67057,714,31983,7,No
2368,29,Female,82690,657,30230,10,Yes
2369,40,Male,45755,732,7463,20,Yes
2370,61,Male,54720,612,21771,10,Yes
2371,37,Male,99653,740,29693,10,No
2372,45,Female,50127,692,6651,10,Yes
2373,49,Male,70609,799,22831,10,Yes
2374,29,Female,33638,690,17086,5,Yes
2375,31,Female,50646,753,46602,5,No
2376,27,Male,60326,673,49110,20,No
2377,27,Male,82664,649,48298,7,No
2378,51,Female,69736,754,40814,20,No
2379,41,Male,33750,661,9405,20,No
2380,54,Male,63174,795,33640,10,Yes
2381,64,Male,83960,729,15181,5,Yes
2382,51,Male,64725,731,11420,10,No
2383,57,Male,82450,621,29349,7,Yes
2384,63,Female,37035,693,32694,20,No
2385,23,Female,51331,693,41609,10,Yes
2386,23,Male,35777,737,40493,20,Yes
2387,27,Female,36020,637,9663,7,No
2388,27,Female,71573,786,38571,5,Yes
2389,59,Female,65470,625,26736,5,No
2390,40,Male,71425,712,13727,7,No
2391,53,Female,42427,694,35394,20,No
2392,45,Male,94079,656,30426,10,No
2393,42,Male,34208,631,5949,20,Yes
2394,22,Female,75584,676,33652,7,No
2395,30,Female,76067,668,32448,15,No
2396,39,Female,88350,747,32852,5,No
2397,48,Male,57784,759,14396,10,Yes
2398,31,Male,38414,617,42152,7,Yes
2399,23,Female,72170,619,27705,15,No
2400,45,Female,83194,654,45012,20,No
2401,57,Female,60158,696,30753,20,Yes
2402,37,Female,80068,709,44366,10,Yes
2403,23,Male,54061,651,19118,10,Yes
2404,48,Male,49129,642,21973,15,No
2405,53,Male,32147,629,23148,15,Yes
2406,64,Male,45410,648,45651,5,No
2407,25,Male,60314,665,42508,15,No
2408,42,Female,52390,650,33399,20,No
2409,61,Male,69633,624,37804,20,No
2410,39,Male,42219,780,32447,20,Yes
2411,21,Female,43183,759,9488,5,No
2412,52,Male,97017,619,5764,15,No
2413,52,Male,80612,670,36112,15,Yes
2414,42,Male,87012,711,25352,15,No
2415,22,Male,59316,771,30039,10,Yes
2416,41,Female,75442,725,17765,7,Yes
2417,18,Male,55243,743,22610,5,Yes
2418,64,Female,40198,662,20073,20,No
2419,65,Male,33226,705,40911,10,No
2420,65,Male,62322,789,9986,5,No
2421,32,Female,69530,607,24027,7,No
2422,44,Male,75795,675,47413,20,Yes
2423,23,Male,73849,670,49407,5,Yes
2424,39,Male,39460,636,17585,10,Yes
2425,50,Female,48368,763,37511,15,Yes
2426,23,Male,47535,658,45430,20,Yes
2427,64,Female,46626,739,11969,10,No
2428,22,Female,57907,631,41094,7,Yes
2429,45,Male,76603,611,17213,7,No
2430,23,Female,33163,757,32629,10,Yes
2431,33,Male,43569,766,33503,20,Yes
2432,35,Female,76918,641,6401,20,Yes
2433,42,Female,50786,721,48374,20,No
2434,18,Female,70906,784,32195,20,Yes
2435,53,Female,43092,789,46511,7,Yes
2436,42,Male,69290,731,20156,5,Yes
2437,34,Female,88526,613,9480,10,Yes
2438,63,Female,85570,689,26148,20,Yes
2439,22,Male,48540,786,23351,15,No
2440,58,Female,48725,724,14929,7,No
2441,54,Male,69731,719,32400,7,Yes
2442,61,Female,56194,789,18044,7,No
2443,44,Male,49436,673,49162,7,No
2444,52,Female,73326,630,18952,20,Yes
2445,49,Male,99512,713,36492,10,No
2446,36,Female,85312,618,17335,5,Yes
2447,45,Female,83275,651,13313,10,Yes
2448,51,Male,59543,743,29576,7,No
2449,59,Female,65360,737,13752,20,No
2450,64,Female,88506,782,32847,10,Yes
2451,31,Male,78698,753,32506,20,Yes
2452,49,Female,37690,717,28708,20,Yes
2453,54,Male,52091,706,24072,10,Yes
2454,43,Male,58688,638,26397,5,No
2455,53,Male,73222,656,28189,15,Yes
2456,28,Male,53270,683,39835,5,No
2457,19,Female,30336,785,16259,5,Yes
2458,39,Male,37797,613,17659,5,Yes
2459,50,Male,99179,665,24601,5,Yes
2460,30,Female,97728,706,34211,20,Yes
2461,37,Female,30880,635,21163,7,No
2462,27,Female,89810,737,18528,7,No
2463,42,Female,70110,670,5683,20,Yes
2464,33,Female,38015,699,15259,15,No
2465,48,Male,34187,605,37675,20,No
2466,21,Female,88461,614,28409,20,Yes
2467,39,Male,32931,756,22596,5,No
2468,22,Male,85613,628,24945,5,Yes
2469,51,Male,41304,713,25900,20,Yes
2470,33,Female,30989,637,29648,10,Yes
2471,20,Male,54868,691,25347,5,Yes
2472,18,Male,30467,786,20196,10,Yes
2473,38,Female,62223,770,46389,10,No
2474,24,Male,51584,678,29704,5,No
2475,47,Female,93679,629,36555,7,No
2476,56,Female,72166,784,20335,20,No
2477,21,Male,55166,724,49980,10,Yes
2478,35,Male,68817,713,7247,10,Yes
2479,52,Female,81328,782,18780,15,Yes
2480,45,Male,66386,720,10021,10,Yes
2481,65,Female,70557,753,12492,15,Yes
2482,53,Male,79484,773,16915,5,No
2483,55,Female,65602,641,29800,15,No
2484,27,Male,58652,603,35685,7,Yes
2485,52,Female,51536,705,25900,15,Yes
2486,46,Female,81294,778,21203,10,No
2487,40,Male,43844,784,9191,7,No
2488,45,Female,34572,662,34365,10,Yes
2489,33,Male,98044,757,6226,5,No
2490,30,Female,58167,735,6851,20,No
2491,44,Male,80556,721,30599,15,No
2492,40,Female,82806,657,5671,20,No
2493,18,Female,78134,724,19184,10,Yes
2494,51,Male,93746,671,28703,15,No
2495,33,Female,89186,697,9952,10,No
2496,50,Male,49941,796,35932,20,No
2497,60,Male,75241,770,26952,10,Yes
2498,25,Female,77266,705,23400,5,No
2499,31,Female,30527,724,28197,7,No
2500,28,Male,41978,660,27468,7,No
2501,22,Female,93185,648,36025,10,No
2502,56,Female,54060,776,26289,5,No
2503,53,Male,98535,651,19528,20,No
2504,38,Female,57404,620,10569,20,Yes
2505,20,Female,55518,631,34853,20,Yes
2506,40,Female,42265,731,46393,10,Yes
2507,19,Female,50834,773,24073,7,No
2508,60,Male,79334,656,32920,10,No
2509,57,Male,71088,622,34312,5,No
2510,22,Male,46613,706,49960,7,No
2511,18,Female,99556,650,26912,15,No
2512,42,Male,43915,634,27316,20,Yes
2513,31,Male,52562,717,21384,5,No
2514,53,Female,41277,695,36180,10,Yes
2515,51,Female,97419,735,24124,10,Yes
2516,23,Female,44228,718,49950,15,No
2517,47,Male,43117,659,38184,10,No
2518,19,Male,99293,748,42741,10,No
2519,56,Female,82727,758,8083,7,Yes
2520,55,Male,38900,775,15928,20,No
2521,22,Male,32042,795,24854,15,No
2522,51,Female,66566,710,42815,20,No
2523,18,Female,59314,654,6149,5,Yes
2524,45,Male,44171,677,7000,7,No
2525,51,Male,72324,773,48247,7,Yes
2526,25,Male,42086,613,34111,10,Yes
2527,52,Female,41163,731,19397,5,No
2528,40,Female,83814,668,35292,20,No
2529,28,Female,53550,701,23783,5,Yes
2530,44,Male,99118,643,29838,7,Yes
2531,40,Male,66430,727,28000,10,Yes
2532,51,Male,91413,653,36611,7,Yes
2533,21,Female,90601,770,43861,15,No
2534,62,Male,75168,642,13802,20,No
2535,54,Female,60046,671,21243,7,No
2536,57,Male,71371,778,36096,15,Yes
2537,61,Female,32985,739,38922,5,Yes
2538,36,Female,62387,791,16677,20,No
2539,56,Male,34954,755,22822,15,No
2540,28,Female,60853,648,37261,20,Yes
2541,35,Female,65879,663,32616,10,Yes
2542,41,Female,69931,659,27665,10,No
2543,44,Female,70551,613,26245,10,No
2544,33,Female,81487,682,15878,20,No
2545,54,Female,45135,693,46804,15,Yes
2546,20,Male,57395,741,26206,10,No
2547,60,Male,41076,776,30210,15,Yes
2548,38,Male,84598,683,24202,15,Yes
2549,40,Male,59975,774,23281,20,No
2550,48,Female,88385,749,32907,10,No
2551,36,Male,54816,797,47593,15,No
2552,30,Male,39331,787,35448,20,No
2553,63,Male,36991,637,35352,5,No
2554,46,Female,36597,620,44657,5,No
2555,65,Female,41560,603,41134,7,No
2556,50,Male,61959,794,31828,7,Yes
2557,60,Female,78780,694,47323,10,Yes
2558,25,Male,48151,772,39968,20,No
2559,60,Female,86775,662,10628,7,Yes
2560,47,Female,43012,727,27521,5,Yes
2561,59,Female,39548,607,33350,15,Yes
2562,57,Female,58602,759,33388,15,Yes
2563,52,Female,30260,647,14053,15,No
2564,65,Male,45772,676,30996,5,No
2565,64,Female,55180,601,16293,20,Yes
2566,53,Male,78792,699,19674,7,Yes
2567,36,Female,64276,697,34041,20,No
2568,22,Male,94577,705,31761,10,No
2569,44,Male,67502,760,17611,20,Yes
2570,40,Female,93684,791,36098,10,No
2571,33,Male,79253,698,8392,20,No
2572,59,Male,52976,728,24331,7,No
2573,48,Female,30753,748,13408,15,Yes
2574,58,Female,95684,718,27565,20,No
2575,46,Female,51480,657,39310,5,Yes
2576,41,Female,70377,646,32849,20,Yes
2577,26,Male,54010,792,7829,10,Yes
2578,34,Male,96675,612,46225,5,No
2579,44,Male,74112,605,34035,10,Yes
2580,26,Male,53064,704,17000,15,Yes
2581,45,Female,32768,756,31705,7,Yes
2582,46,Male,37527,738,34485,5,No
2583,54,Female,67419,655,38344,5,Yes
2584,46,Female,84790,759,17030,10,No
2585,62,Male,99345,677,49354,5,No
2586,64,Female,80440,679,7803,10,No
2587,37,Female,70569,620,33859,15,Yes
2588,46,Male,35503,691,35494,5,Yes
2589,43,Female,96843,667,11910,10,No
2590,33,Male,36210,687,39169,7,Yes
2591,28,Female,65431,624,38038,10,Yes
2592,46,Male,79852,610,46021,10,No
2593,24,Male,91972,748,8880,15,No
2594,61,Male,42588,784,49534,5,Yes
2595,45,Male,60912,614,24806,15,Yes
2596,31,Male,60456,620,18321,10,Yes
2597,51,Male,75933,744,9500,20,Yes
2598,28,Female,67482,674,29773,20,Yes
2599,37,Female,34850,779,42952,20,No
2600,27,Female,86364,621,40030,5,Yes
2601,39,Female,40267,661,44636,10,No
2602,55,Male,33157,623,25707,10,No
2603,18,Male,30787,670,40952,10,No
2604,40,Male,43087,674,25915,15,No
2605,19,Female,78706,658,28560,20,Yes
2606,44,Male,41758,638,7389,20,No
2607,56,Male,41655,637,36210,7,No
2608,41,Male,81305,773,24497,7,No
2609,25,Male,47825,784,43091,7,Yes
2610,42,Male,90168,742,13774,5,Yes
2611,55,Female,72424,765,16995,15,Yes
2612,41,Female,79202,762,17675,10,Yes
2613,32,Female,57420,638,47651,15,Yes
2614,41,Female,90753,790,40590,7,No
2615,22,Female,86122,777,7327,10,Yes
2616,57,Male,55878,612,8023,20,Yes
2617,53,Female,75855,673,38854,10,No
2618,31,Male,34212,690,45355,7,Yes
2619,61,Female,76687,782,38942,20,No
2620,52,Female,31851,644,10994,7,No
2621,58,Female,41676,754,37650,15,No
2622,38,Female,97641,603,18281,20,Yes
2623,61,Male,54190,723,28047,5,Yes
2624,57,Female,53497,739,11686,15,No
2625,31,Female,84929,750,17837,7,Yes
2626,25,Female,94447,616,24747,7,No
2627,64,Male,53348,608,6973,15,No
2628,54,Male,99068,763,44155,20,No
2629,53,Female,70796,615,29037,5,No
2630,42,Male,63493,689,48426,5,Yes
2631,55,Female,49063,635,24316,5,Yes
2632,21,Female,42161,666,7763,10,Yes
2633,59,Female,30008,624,46132,15,Yes
2634,55,Female,59782,724,16110,7,No
2635,45,Female,83326,741,8884,20,No
2636,63,Male,34899,785,19702,10,No
2637,26,Male,55736,653,33052,15,Yes
2638,31,Male,50375,702,9477,5,Yes
2639,28,Male,82417,707,12709,10,No
2640,56,Male,48044,602,33829,20,Yes
2641,58,Male,40244,766,45708,15,No
2642,56,Female,81396,609,48755,20,Yes
2643,18,Female,91750,608,25618,15,Yes
2644,55,Female,87694,758,21909,10,Yes
2645,47,Female,31217,750,43270,7,No
2646,32,Male,93426,660,16709,5,No
2647,60,Female,97779,720,42211,15,No
2648,54,Female,99614,605,27454,15,Yes
2649,27,Male,39620,690,38343,20,Yes
2650,50,Male,86016,680,17833,20,No
2651,18,Male,64309,720,37542,15,No
2652,26,Male,86669,687,39325,20,Yes
2653,19,Male,67644,717,32748,7,Yes
2654,52,Female,50638,790,16760,20,No
2655,63,Male,87391,667,28091,7,No
2656,65,Female,65277,662,37737,20,Yes
2657,26,Female,72171,614,9823,15,Yes
2658,52,Female,89174,771,14491,7,No
2659,20,Male,52878,737,49105,5,No
2660,18,Female,44739,654,30491,15,No
2661,55,Female,39146,682,32013,15,No
2662,45,Male,94221,667,44417,10,Yes
2663,34,Male,33030,777,5372,10,No
2664,48,Male,72750,608,29136,10,Yes
2665,46,Male,53906,623,42232,10,Yes
2666,21,Male,34443,773,6136,10,No
2667,57,Male,81730,688,16744,20,Yes
2668,42,Male,53149,774,38740,15,No
2669,59,Female,31101,692,8709,10,Yes
2670,54,Female,41243,604,28552,20,Yes
2671,38,Female,80443,667,40000,10,No
2672,44,Male,42233,634,48020,10,No
2673,59,Female,95607,773,30786,7,Yes
2674,37,Female,90036,607,29334,10,Yes
2675,53,Male,74701,642,10007,15,Yes
2676,57,Female,80118,750,37418,5,Yes
2677,61,Female,87553,681,7336,10,No
2678,42,Male,75580,764,27579,20,No
2679,51,Male,47140,631,42775,7,Yes
2680,54,Female,76537,642,12481,20,No
2681,65,Male,53947,701,29163,5,Yes
2682,23,Female,99132,783,42449,5,No
2683,42,Female,61308,723,37524,5,Yes
2684,32,Male,79389,758,34492,15,No
2685,61,Male,64992,609,37068,10,No
2686,31,Female,41309,680,37056,20,No
2687,62,Female,86827,703,36409,20,No
2688,64,Female,87750,765,46740,20,Yes
2689,52,Female,72009,737,36177,7,No
2690,46,Female,95862,640,44475,10,No
2691,27,Female,66366,662,25118,5,No
2692,48,Male,30869,679,37862,20,Yes
2693,29,Female,95179,634,30968,5,No
2694,31,Male,40047,620,45241,15,Yes
2695,37,Male,56286,781,41454,5,No
2696,46,Male,45280,763,27814,15,No
2697,56,Male,56389,724,45432,20,No
2698,57,Female,41196,789,17211,5,Yes
2699,63,Female,90425,658,49519,20,No
2700,32,Male,88978,693,16667,10,No
2701,57,Male,61203,687,40614,7,No
2702,27,Female,56476,732,17148,20,No
2703,21,Male,90956,759,20361,5,No
